"","line","lyric","element","track_name","album_name"
"10464",55,"It was maroon","Outro","Maroon","Midnights"
"10465",1,"I have this thing where I get older, but just never wiser","Verse 1","Anti-Hero","Midnights"
"10466",2,"Midnights become my afternoons","Verse 1","Anti-Hero","Midnights"
"10467",3,"When my depression works the graveyard shift, all of the people","Verse 1","Anti-Hero","Midnights"
"10468",4,"I've ghosted stand there in the room","Verse 1","Anti-Hero","Midnights"
"10469",5,"I should not be left to my own devices","Pre-Chorus","Anti-Hero","Midnights"
"10470",6,"They come with prices and vices","Pre-Chorus","Anti-Hero","Midnights"
"10471",7,"I end up in crisis","Pre-Chorus","Anti-Hero","Midnights"
"10472",8,"(Tale as old as time)","Pre-Chorus","Anti-Hero","Midnights"
"10473",9,"I wake up screaming from dreaming","Pre-Chorus","Anti-Hero","Midnights"
"10474",10,"One day, I'll watch as you're leaving","Pre-Chorus","Anti-Hero","Midnights"
"10475",11,"'Cause you got tired of my scheming","Pre-Chorus","Anti-Hero","Midnights"
"10476",12,"(For the last time)","Pre-Chorus","Anti-Hero","Midnights"
"10477",13,"It's me, hi","Chorus","Anti-Hero","Midnights"
"10478",14,"I'm the problem, it's me","Chorus","Anti-Hero","Midnights"
"10479",15,"At teatime, everybody agrees","Chorus","Anti-Hero","Midnights"
"10480",16,"I'll stare directly at the sun, but never in the mirror","Chorus","Anti-Hero","Midnights"
"10481",17,"It must be exhausting always rooting for the anti-hero","Chorus","Anti-Hero","Midnights"
"10482",18,"Sometimes, I feel like everybody is a sexy baby","Verse 2","Anti-Hero","Midnights"
"10483",19,"And I'm a monster on the hill","Verse 2","Anti-Hero","Midnights"
"10484",20,"Too big to hang out, slowly lurching toward your favorite city","Verse 2","Anti-Hero","Midnights"
"10485",21,"Pierced through the heart, but never killed","Verse 2","Anti-Hero","Midnights"
"10486",22,"Did you hear my covert narcissism I disguise as altruism","Pre-Chorus","Anti-Hero","Midnights"
"10487",23,"Like some kind of congressman?","Pre-Chorus","Anti-Hero","Midnights"
"10488",24,"(A tale as old as time)","Pre-Chorus","Anti-Hero","Midnights"
