"","line","lyric","element","track_name","album_name"
"1970",3,"I'm caught up in you, I'm caught up in you","Verse 1","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1971",4,"Untouchable, burning brighter than the sun","Pre-Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1972",5,"And when you're close, I feel like coming undone","Pre-Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1973",6,"In the middle of the night when I'm in this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1974",7,"It's like a million little stars spelling out your name","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1975",8,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1976",9,"Come on, come on, little taste of heaven","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1977",10,"It's half full and I won't wait here all day","Verse 2","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1978",11,"I know you're saying that you'd be here anyway","Verse 2","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1979",12,"But you're untouchable, burning brighter than the sun","Pre-Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1980",13,"And now that you're close, I feel like coming undone","Pre-Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1981",14,"In the middle of the night when I'm in this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1982",15,"It's like a million little stars spelling out your name","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1983",16,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1984",17,"Come on, come on, oh","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1985",18,"In the middle of the night waking from this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1986",19,"I want to feel you by my side, standing next to me","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1987",20,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1988",21,"Come on, come on, little taste of heaven","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1989",22,"I'm caught up in you","Bridge","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1990",23,"Oh-oh, oh, oh-oh","Bridge","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1991",24,"But you're untouchable, burning brighter than the sun","Bridge","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1992",25,"Now that you're close, I feel like coming undone","Bridge","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1993",26,"In the middle of the night when I'm in this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1994",27,"It's like a million little stars spelling out your name","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1995",28,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1996",29,"Come on, come on, oh","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1997",30,"In the middle of the night when I'm in this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1998",31,"It's like a million little stars spelling out your name","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"1999",32,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2000",33,"Come on, come on, come on","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2001",34,"In the middle of the night waking from this dream","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2002",35,"I want to feel you by my side, standing next to me","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2003",36,"You got to come on, come on, say that we'll be together","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2004",37,"Come on, come on, little taste of heaven","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2005",38,"Oh, oh-oh-oh, oh-oh-oh, oh","Chorus","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2006",39,"And in the middle of the night when I'm in this dream","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2007",40,"It's like a million little stars spelling out your name","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2008",41,"You got to come on, come on, oh","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2009",42,"Come on, come on","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2010",43,"Come on, come on, oh, oh, oh","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2011",44,"It's like a million little stars spelling out your name","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2012",45,"They're spelling out your name, oh","Outro","Untouchable (Taylor's Version)","Fearless (Taylor's Version)"
"2013",1,"I could go back to every laugh","Verse 1","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2014",2,"But I don't wanna go there anymore","Verse 1","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2015",3,"And I know all the steps up to your door","Verse 1","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2016",4,"But I don't wanna go there anymore","Verse 1","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2017",5,"Talk to the wind, talk to the sky","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2018",6,"Talk to the man with the reasons why","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2019",7,"And let me know what you find","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2020",8,"I'll leave my window open","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2021",9,"'Cause I'm too tired at night to call your name","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2022",10,"Just know I'm right here hoping","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2023",11,"That you'll come in with the rain","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2024",12,"I could stand up and sing you a song","Verse 2","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2025",13,"But I don't wanna have to go that far","Verse 2","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2026",14,"And I, I've got you down, I know you by heart","Verse 2","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2027",15,"And you don't even know where I start","Verse 2","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2028",16,"Talk to yourself, talk to the tears","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2029",17,"Talk to the man who put you here","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2030",18,"And don't wait for the sky to clear","Pre-Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2031",19,"I'll leave my window open","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2032",20,"'Cause I'm too tired at night to call your name, oh","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2033",21,"Just know I'm right here hoping","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2034",22,"That you'll come in with the rain","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2035",23,"I've watched you so long, screamed your name","Bridge","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2036",24,"I don't know what else I can say","Bridge","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2037",25,"I'll leave my window open","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2038",26,"'Cause I'm too tired at night for all these games","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2039",27,"Just know I'm right here hoping","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2040",28,"That you'll come in with the rain","Chorus","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2041",29,"I could go back to every laugh","Outro","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2042",30,"But I don't wanna go there anymore","Outro","Come In With The Rain (Taylor's Version)","Fearless (Taylor's Version)"
"2043",1,"This is wrong but I can't help but feel like","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2044",2,"There ain't nothing more right babe","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2045",3,"Misty morning comes again and I can't","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2046",4,"Help but wish I could see your face","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2047",5,"And I knew from the first note played","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2048",6,"I'd be breaking all my rules to see you","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2049",7,"You smile that beautiful smile and all the girls in the front row","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2050",8,"Scream your name","Verse 1","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2051",9,"So dim that spotlight, tell me things like","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2052",10,"I can't keep my eyes off of you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2053",11,"I'm no one special, just another wide-eyed girl","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2054",12,"Who's desperately in love with you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2055",13,"Give me a photograph to hang on my wall, superstar","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2056",14,"Morning loneliness","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2057",15,"Comes around when I'm not dreaming about you","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2058",16,"When my world wakes up today","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2059",17,"You'll be in another town","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2060",18,"And I knew when I saw your face","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2061",19,"I'd be counting down the ways to see you","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2062",20,"You smile that beautiful smile and all the girls in the front row","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2063",21,"Scream your name","Verse 2","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2064",22,"So dim that spotlight, tell me things like","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2065",23,"I can't take my eyes off of you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2066",24,"I'm no one special, just another wide-eyed girl","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2067",25,"Who's desperately in love with you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2068",26,"Give me a photograph to hang on my wall, superstar","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2069",27,"You played in bars, you play guitar","Bridge","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2070",28,"And I'm invisible and everyone knows who you are","Bridge","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2071",29,"And you'll never see, you sing me to sleep","Bridge","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2072",30,"Every night from the radio","Bridge","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2073",31,"So dim that spotlight, tell me things like","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2074",32,"I can't take my eyes off of you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2075",33,"I'm no one special, just another wide-eyed girl","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2076",34,"Who's desperately in love with you","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2077",35,"Give me a photograph to hang on my wall, superstar","Chorus","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2078",36,"Sweet, sweet superstar","Outro","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2079",37,"Superstar","Outro","SuperStar (Taylor's Version)","Fearless (Taylor's Version)"
"2080",1,"In the heat of the fight I walked away","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2081",2,"Ignorin' words that you were sayin'","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2082",3,"Tryna make me stay","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2083",4,"I said, ""This time I've had enough""","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2084",5,"And you've called a hundred times","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2085",6,"But I'm not picking up","Verse 1","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2086",7,"'Cause I'm so mad I might tell you that it's over","Pre-Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2087",8,"But if you look a little closer","Pre-Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2088",9,"I said, ""Leave,"" but all I really want is you","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2089",10,"To stand outside my window throwin' pebbles","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2090",11,"Screamin', ""I'm in love with you""","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2091",12,"Wait there in the pourin' rain, comin' back for more","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2092",13,"And don't you leave 'cause I know","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2093",14,"All I need is on the other side of the door","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2094",15,"Me and my stupid pride are sittin' here alone","Verse 2","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2095",16,"Goin' through the photographs, starin' at the phone","Verse 2","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2096",17,"I keep goin' back over things we both said","Verse 2","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2097",18,"And I remember the slamming door","Verse 2","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2098",19,"And all the things that I misread","Verse 2","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2099",20,"Oh, babe, if you know everything","Pre-Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2100",21,"Tell me why you couldn't see","Pre-Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2101",22,"When I left, I wanted you to chase after me, yeah","Pre-Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2102",23,"I said, ""Leave,"" but all I really want is you","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2103",24,"To stand outside my window throwin' pebbles","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2104",25,"Screamin', ""I'm in love with you""","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2105",26,"Wait there in the pourin' rain, comin' back for more","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2106",27,"And don't you leave 'cause I know","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2107",28,"All I need is on the other side of the door","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2108",29,"And I'll scream out the window","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2109",30,"I can't even look at you","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2110",31,"I don't need you but I do, I do, I do","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2111",32,"I say, ""There's nothing you can say","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2112",33,"To make this right again, I mean it, I mean it""","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2113",34,"But what I mean is","Bridge","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2114",35,"I said, ""Leave,"" but, baby, all I want is you","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2115",36,"To stand outside my window throwin' pebbles","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2116",37,"Screamin', ""I'm in love with you""","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2117",38,"Wait there in the pourin' rain, comin' back for more","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2118",39,"And don't you leave 'cause I know","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2119",40,"All I need is on the other side of the door","Chorus","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2120",41,"With your face and the beautiful eyes","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2121",42,"And the conversation with the little white lies","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2122",43,"And the faded picture of a beautiful night","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2123",44,"You carried me from your car up the stairs","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2124",45,"And I broke down crying, was she worth this mess?","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2125",46,"After everything and that little black dress","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2126",47,"After everything I must confess, I need you","Outro","The Other Side Of The Door (Taylor's Version)","Fearless (Taylor's Version)"
"2127",1,"Today was a fairytale","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2128",2,"You were the prince","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2129",3,"I used to be a damsel in distress","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2130",4,"You took me by the hand and you picked me up at six","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2131",5,"Today was a fairytale","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2132",6,"Today was a fairytale","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2133",7,"Today was a fairytale","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2134",8,"I wore a dress","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2135",9,"You wore a dark gray t-shirt","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2136",10,"You told me I was pretty when I looked like a mess","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2137",11,"Today was a fairytale","Verse 1","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2138",12,"Time slows down","Pre-Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2139",13,"Whenever you're around","Pre-Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2140",14,"Can you feel this magic in the air?","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2141",15,"It must have been the way you kissed me","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2142",16,"Fell in love when I saw you standing there","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2143",17,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2144",18,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2145",19,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2146",20,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2147",21,"Today was a fairytale","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2148",22,"You've got a smile","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2149",23,"That takes me to another planet","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2150",24,"Every move you make, everything you say is right","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2151",25,"Today was a fairytale","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2152",26,"Today was a fairytale","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2153",27,"All that I can say","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2154",28,"Is now it's getting so much clearer","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2155",29,"Nothing made sense 'til the time I saw your face","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2156",30,"Today was a fairytale","Verse 2","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2157",31,"Time slows down","Pre-Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2158",32,"Whenever you're around, yeah","Pre-Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2159",33,"But can you feel this magic in the air?","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2160",34,"It must have been the way you kissed me","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2161",35,"Fell in love when I saw you standing there","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2162",36,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2163",37,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2164",38,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2165",39,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2166",40,"Time slows down","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2167",41,"Whenever you're around","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2168",42,"I can feel my heart","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2169",43,"It's beating in my chest","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2170",44,"Did you feel it?","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2171",45,"I can't put this down","Bridge","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2172",46,"But can you feel this magic in the air?","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2173",47,"It must have been the way you kissed me","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2174",48,"Fell in love when I saw you standing there","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2175",49,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2176",50,"But can you feel this magic in the air?","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2177",51,"It must have been the way you kissed me","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2178",52,"Fell in love when I saw you standing there","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2179",53,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2180",54,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2181",55,"It must have been the way","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2182",56,"Today was a fairytale","Chorus","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2183",57,"Oh, oh, yeah, oh-oh","Outro","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2184",58,"Today was a fairytale","Outro","Today Was A Fairytale (Taylor's Version)","Fearless (Taylor's Version)"
"2185",1,"Once the last drop of rain has dried off the pavement","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2186",2,"Shouldn't I find a stain, but I never do","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2187",3,"The way the tires turn stones on old county roads","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2188",4,"They leave 'em muddy underneath, reminds me of you","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2189",5,"You find graffiti on the walls of old bathroom stalls","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2190",6,"You know, you can scratch it right off, it's how it used to be","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2191",7,"But like the dollar in your pocket, it's been spent and traded in","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2192",8,"You can't change where it's been, reminds me of me","Verse 1","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2193",9,"I lived, and I learned, had you, got burned","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2194",10,"Held out, and held on","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2195",11,"God knows, too long, and wasted time","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2196",12,"Lost tears, swore that I'd get out of here","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2197",13,"But no amount of freedom gets you clean","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2198",14,"I've still got you all over me","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2199",15,"The best and worst day of June","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2200",16,"Was the one that I met you","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2201",17,"With your hands in your pockets","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2202",18,"And your ""Don't you wish you had me?"" grin","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2203",19,"Well I did, so I smiled","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2204",20,"And I melted like a child","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2205",21,"Now every breath of air I breathe reminds me of then","Verse 2","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2206",22,"And I lived, and I learned, had you, got burned","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
