"","track_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","album_name","album_release_date","track_id","album_id"
"1","Tim McGraw",0.58,0.491,-6.462,0.0251,0.575,0,0.121,0.425,76.009,4,232106,FALSE,"C","major","C major","Taylor Swift",2006-10-24,"2Fn01AIMyHbha2ceNQeOqw","5eyZZoQEFQWRHkV2xgAeBw"
"2","Picture To Burn",0.658,0.877,-2.098,0.0323,0.173,0,0.0962,0.821,105.586,4,173066,FALSE,"G","major","G major","Taylor Swift",2006-10-24,"4BYejINgfZF0qKDMEH2cim","5eyZZoQEFQWRHkV2xgAeBw"
"3","Teardrops On My Guitar",0.621,0.417,-6.941,0.0231,0.288,0,0.119,0.289,99.953,4,203040,FALSE,"A#","major","A# major","Taylor Swift",2006-10-24,"2TF4UtYreqNbQ6Z9AccldU","5eyZZoQEFQWRHkV2xgAeBw"
"4","A Place in this World",0.576,0.777,-2.881,0.0324,0.051,0,0.32,0.428,115.028,4,199200,FALSE,"A","major","A major","Taylor Swift",2006-10-24,"1oR4MUBpyNrAViC8wPNpfm","5eyZZoQEFQWRHkV2xgAeBw"
"5","Cold As You",0.418,0.482,-5.769,0.0266,0.217,0,0.123,0.261,175.558,4,239013,FALSE,"F","major","F major","Taylor Swift",2006-10-24,"569sXXQ7t0jSdqHooi2yqs","5eyZZoQEFQWRHkV2xgAeBw"
"6","The Outside",0.589,0.805,-4.055,0.0293,0.00491,0,0.24,0.591,112.982,4,207106,FALSE,"F","major","F major","Taylor Swift",2006-10-24,"5Tj2MqcFMf60CaGsKbM1aq","5eyZZoQEFQWRHkV2xgAeBw"
"7","Tied Together with a Smile",0.479,0.578,-4.963,0.0294,0.525,0,0.0841,0.192,146.165,4,248106,FALSE,"D","major","D major","Taylor Swift",2006-10-24,"2zzxwmoOBnXDT0KnJsoIWk","5eyZZoQEFQWRHkV2xgAeBw"
"8","Stay Beautiful",0.594,0.629,-4.919,0.0246,0.0868,0,0.137,0.504,131.597,4,236053,FALSE,"G#","major","G# major","Taylor Swift",2006-10-24,"41sjzdjScVwnxnxADElts6","5eyZZoQEFQWRHkV2xgAeBw"
"9","Should've Said No",0.476,0.777,-3.771,0.0289,0.0103,0,0.196,0.472,167.964,4,242200,FALSE,"E","minor","E minor","Taylor Swift",2006-10-24,"6CdaXOq1MWe2JHDalTG01d","5eyZZoQEFQWRHkV2xgAeBw"
"10","Mary's Song (Oh My My My)",0.403,0.627,-5.28,0.0292,0.0177,0,0.182,0.374,74.9,4,213080,FALSE,"D","major","D major","Taylor Swift",2006-10-24,"2O8sogKJCfVZ4rotBv1vVF","5eyZZoQEFQWRHkV2xgAeBw"
"11","Our Song",0.668,0.672,-4.931,0.0303,0.111,0,0.329,0.539,89.011,4,201106,FALSE,"D","major","D major","Taylor Swift",2006-10-24,"1j6gmK6u4WNI33lMZ8dC1s","5eyZZoQEFQWRHkV2xgAeBw"
"12","I'm Only Me When I'm With You",0.563,0.934,-3.629,0.0646,0.00452,0.000807,0.103,0.518,143.964,4,213053,FALSE,"G#","major","G# major","Taylor Swift",2006-10-24,"7CzxXgQXurKZCyHz9ufbo1","5eyZZoQEFQWRHkV2xgAeBw"
"13","Invisible",0.612,0.394,-5.723,0.0243,0.637,0,0.147,0.233,96.001,4,203226,FALSE,"G","major","G major","Taylor Swift",2006-10-24,"1k3PzDNjg38cWqOvL4M9vq","5eyZZoQEFQWRHkV2xgAeBw"
"14","A Perfectly Good Heart",0.483,0.751,-5.726,0.0365,0.00349,0,0.128,0.268,156.092,4,220146,FALSE,"E","major","E major","Taylor Swift",2006-10-24,"0YgHuReCSPwTXYny7isLja","5eyZZoQEFQWRHkV2xgAeBw"
"15","Jump Then Fall",0.618,0.687,-5.737,0.0271,0.111,0,0.0693,0.82,79.991,4,237066,FALSE,"D","major","D major","Fearless",2008-11-11,"08gavXombT6KR0af88i9tA","43OpbkiiIxJO8ktIB777Nn"
"16","Untouchable",0.419,0.454,-6.809,0.0335,0.0583,3.78e-06,0.0974,0.288,200.017,4,311040,FALSE,"F","major","F major","Fearless",2008-11-11,"2IZ00ed83ygPIiacYScWUE","43OpbkiiIxJO8ktIB777Nn"
"17","Come In With The Rain",0.527,0.475,-6.205,0.0258,0.0868,4.34e-06,0.248,0.224,143.962,4,238106,FALSE,"D","major","D major","Fearless",2008-11-11,"4pl5zcqCv4vc3cB7M4MZ6f","43OpbkiiIxJO8ktIB777Nn"
"18","SuperStar",0.61,0.531,-6.123,0.0239,0.367,0,0.351,0.228,85.979,4,261453,FALSE,"D","major","D major","Fearless",2008-11-11,"14Bljc3pOOG0xQX3wqhLN9","43OpbkiiIxJO8ktIB777Nn"
"19","The Other Side Of The Door",0.476,0.816,-4.279,0.0347,0.169,0,0.238,0.469,163.847,4,237600,FALSE,"E","major","E major","Fearless",2008-11-11,"0xvsgzM8AtBtRHZm5rav8A","43OpbkiiIxJO8ktIB777Nn"
"20","Fearless",0.598,0.714,-4.397,0.0273,0.0364,1.04e-06,0.31,0.467,99.979,4,242000,FALSE,"F","major","F major","Fearless",2008-11-11,"3F6czr26ZwGU5O5CHY04Ma","43OpbkiiIxJO8ktIB777Nn"
"21","Fifteen",0.559,0.636,-4.4,0.0263,0.0728,0,0.144,0.214,95.485,4,294346,FALSE,"G","major","G major","Fearless",2008-11-11,"3M0w3fhdXByHLCNAoi5c9G","43OpbkiiIxJO8ktIB777Nn"
"22","Love Story",0.618,0.736,-3.937,0.0308,0.157,0,0.073,0.307,118.982,4,235280,FALSE,"D","major","D major","Fearless",2008-11-11,"0kN3oXYWWAk1uC0y2WoyOE","43OpbkiiIxJO8ktIB777Nn"
"23","Hey Stephen",0.843,0.553,-7.348,0.0317,0.168,2.66e-06,0.107,0.825,115.997,4,254320,FALSE,"F#","major","F# major","Fearless",2008-11-11,"6wcFdMmiDscAhZJrcVFumx","43OpbkiiIxJO8ktIB777Nn"
"24","White Horse",0.585,0.346,-8.014,0.0256,0.302,0,0.102,0.195,92.564,4,234440,FALSE,"C","major","C major","Fearless",2008-11-11,"4jPtq9shRdUv8Zjr0a5xkD","43OpbkiiIxJO8ktIB777Nn"
"25","You Belong With Me",0.687,0.771,-4.424,0.0384,0.164,2.46e-05,0.112,0.445,129.964,4,231146,FALSE,"F#","major","F# major","Fearless",2008-11-11,"3as6Wz3mwbTnusWhZjTUNr","43OpbkiiIxJO8ktIB777Nn"
"26","Breathe",0.498,0.486,-7.384,0.0273,0.373,0,0.113,0.17,147.952,4,263986,FALSE,"C#","major","C# major","Fearless",2008-11-11,"6S9G7J3EB1ZY0rrZPwsBg5","43OpbkiiIxJO8ktIB777Nn"
"27","Tell Me Why",0.601,0.852,-3.096,0.0386,0.0606,3.41e-06,0.37,0.513,100.015,4,200560,FALSE,"G","major","G major","Fearless",2008-11-11,"4XrP7vKBjKLEYlRZdb0Ygr","43OpbkiiIxJO8ktIB777Nn"
"28","You're Not Sorry",0.459,0.459,-4.126,0.0275,0.13,2.3e-06,0.113,0.281,134.018,4,261800,FALSE,"F#","major","F# major","Fearless",2008-11-11,"6HWYtS215rxaaMjvpyG18W","43OpbkiiIxJO8ktIB777Nn"
"29","The Way I Loved You",0.436,0.712,-3.689,0.0329,0.0322,0,0.111,0.379,160.886,4,244240,FALSE,"F","major","F major","Fearless",2008-11-11,"77VotUUL79U10TAnYdqwvr","43OpbkiiIxJO8ktIB777Nn"
"30","Forever & Always",0.605,0.829,-4.993,0.0549,0.0907,0,0.106,0.514,128.012,4,225333,FALSE,"A#","major","A# major","Fearless",2008-11-11,"1zxrcAk6eiytfavqriMcKT","43OpbkiiIxJO8ktIB777Nn"
"31","The Best Day",0.664,0.447,-8.535,0.0292,0.611,1e-06,0.139,0.364,126.079,4,245346,FALSE,"C#","major","C# major","Fearless",2008-11-11,"5YbZZ2gYfvW1UvHHF4pVaD","43OpbkiiIxJO8ktIB777Nn"
"32","Change",0.548,0.756,-4.175,0.036,0.00471,0,0.117,0.224,96.038,4,281053,FALSE,"F","major","F major","Fearless",2008-11-11,"0RdcBnAXyH2YZZvcBVu2k6","43OpbkiiIxJO8ktIB777Nn"
"33","Mine",0.624,0.757,-2.94,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,4,230706,FALSE,"G","major","G major","Speak Now",2010-10-25,"6LZaxlycSWrJZ4Volb25qx","5EpMjweRD573ASl7uNiHym"
"34","Sparks Fly",0.605,0.787,-3.002,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,4,260933,FALSE,"F","major","F major","Speak Now",2010-10-25,"1q8E1FfFuhd12c5JcJwPxQ","5EpMjweRD573ASl7uNiHym"
"35","Back To December",0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,4,293026,FALSE,"D","major","D major","Speak Now",2010-10-25,"7lxADouiWFkwR7ZV2GKUcH","5EpMjweRD573ASl7uNiHym"
"36","Speak Now",0.709,0.599,-3.734,0.0304,0.095,0,0.0973,0.735,118.975,4,240760,FALSE,"G","major","G major","Speak Now",2010-10-25,"1nYWTzy5zu3zEPNgB1sItW","5EpMjweRD573ASl7uNiHym"
"37","Dear John",0.589,0.47,-5.32,0.028,0.166,1.45e-06,0.112,0.102,119.386,3,403920,FALSE,"E","major","E major","Speak Now",2010-10-25,"1ubvV5ECkm6nSI6g1HmbBK","5EpMjweRD573ASl7uNiHym"
"38","Mean",0.568,0.761,-3.987,0.0459,0.452,0,0.217,0.789,163.974,4,237733,FALSE,"E","major","E major","Speak Now",2010-10-25,"4N60XfcTE1ysLZGbYgnYXq","5EpMjweRD573ASl7uNiHym"
"39","The Story Of Us",0.543,0.818,-3.611,0.0398,0.00478,0.000368,0.0357,0.683,139.898,4,265666,FALSE,"E","major","E major","Speak Now",2010-10-25,"19tHCfzUSoy5HkpxcmbA0A","5EpMjweRD573ASl7uNiHym"
"40","Never Grow Up",0.714,0.305,-8.837,0.0305,0.819,0,0.174,0.554,124.91,4,290466,FALSE,"D","major","D major","Speak Now",2010-10-25,"74WBGgUnpKrJXt6TETfR6Z","5EpMjweRD573ASl7uNiHym"
